house_area,house_price,bedrooms,lift
1182.3716254660803,35.91114876398241,2bhk,0.0
1282.4476084766732,39.143428254300204,3bhk,1.0
1120.5791039064084,35.30737311719225,2bhk,
1190.681843946836,36.46045531840509,2bhk,1.0
1183.530938943463,38.05592816830389,2bhk,
1192.4640117520985,36.36392035256295,2bhk,1.0
1158.7390695848496,38.622172087545486,2bhk,1.0
1271.7432630858364,39.51229789257509,3bhk,
1299.9206621386245,40.97761986415873,3bhk,0.0
1144.7553454415597,35.922660363246784,2bhk,
1193.6894182893675,36.780682548681035,2bhk,
1286.807620502097,41.13422861506291,3bhk,
1176.833395689466,35.70500187068398,2bhk,0.0
1347.1061397344502,43.73318419203351,3bhk,
1165.1925524676149,35.645776574028446,2bhk,
1226.9768262127282,37.799304786381846,2bhk,0.0
1133.0684261479626,35.80205278443887,2bhk,0.0
1255.9748962843526,40.299246888530575,3bhk,1.0
1102.7354131138975,33.982062393416925,1bhk,1.0
1181.8158357901511,36.21447507370453,2bhk,1.0
1177.0251958774231,35.66075587632269,,1.0
1162.8469998866972,35.25540999660092,2bhk,1.0
1235.0784715020784,38.82235414506235,2bhk,1.0
1077.4619340874615,32.543858022623844,1bhk,
1342.9421969411865,42.92826590823559,3bhk,
1153.6479923278798,34.96943976983639,2bhk,
1185.796520745036,36.34389562235108,2bhk,1.0
1078.9504428918349,33.34851328675504,1bhk,0.0
1434.3900539636056,45.561701618908174,3bhk,
1202.6713924640171,37.18014177392051,2bhk,1.0
1078.3971131319952,33.47191339395986,1bhk,1.0
1211.3264867513255,38.75979460253977,2bhk,1.0
1000.0334922979866,31.2710047689396,1bhk,
1210.2128678895726,37.52638603668718,2bhk,0.0
1224.7278176854743,39.62183453056423,2bhk,1.0
1186.957869082748,37.18873607248244,2bhk,1.0
1224.8752190621203,37.99625657186361,,0.0
1245.0442521533294,39.24132756459988,3bhk,
1156.7338928773738,36.072016786321214,2bhk,1.0
1269.467112186015,39.79401336558044,3bhk,1.0
1184.1198201788536,35.71359460536561,2bhk,1.0
1248.37642312072,38.0012926936216,3bhk,
1300.758974527484,41.16276923582453,3bhk,0.0
1091.5331711555557,33.175995134666685,1bhk,0.0
1088.5618813158003,33.50685643947401,,1.0
1314.3371142920405,42.3601134287612,,0.0
1118.0801956656492,33.79240586996948,2bhk,
1364.7552655278846,42.75265796583653,3bhk,
1140.1062667316714,36.383188001950145,2bhk,
1183.0829047274815,37.05248714182445,2bhk,1.0
1129.128576625929,35.203857298777876,2bhk,
1248.177214672058,37.745316440161744,3bhk,
1375.904457931019,43.517133737930564,3bhk,1.0
1089.600840173892,33.60802520521676,,
1244.3771654953753,40.191314964861256,3bhk,
1261.3800399876625,39.31140119962987,3bhk,1.0
994.4990719303294,32.184972157909876,1bhk,
1062.059087751878,33.86177263255634,1bhk,0.0
1071.5009357077288,33.44502807123186,1bhk,0.0
1186.4493700608275,37.16348110182483,2bhk,0.0
1439.4047324132698,45.57214197239809,3bhk,0.0
1222.7834827706506,37.68350448311952,2bhk,0.0
962.0241912761926,29.750725738285777,1bhk,1.0
1162.30377579347,35.7991132738041,2bhk,
1430.8686923272203,45.97606076981661,3bhk,1.0
1141.8523800697874,34.91557140209362,2bhk,1.0
1231.655152063892,37.95965456191676,2bhk,1.0
1274.5753720144885,38.65726116043466,3bhk,1.0
1242.4287322816128,37.97286196844839,3bhk,0.0
1292.55799559716,42.3967398679148,3bhk,1.0
1172.2619488205369,36.657858464616105,2bhk,1.0
1245.1690034927617,37.65507010478285,3bhk,
1310.31295312925,42.8493885938775,3bhk,0.0
1445.337761602343,44.960132848070295,3bhk,1.0
1273.315780772044,38.63947342316132,,
1161.858222343444,36.38574667030333,2bhk,1.0
1072.7751942489858,34.11325582746957,1bhk,0.0
1094.6222876744762,33.65866863023429,1bhk,
1113.929809952345,34.06789429857035,1bhk,
1217.0063827865706,39.100191483597115,2bhk,1.0
1168.764096077247,35.8029228823174,,
1045.5951225055137,33.827853675165414,1bhk,1.0
1131.4006096876053,34.91201829062816,,0.0
1292.4252359847187,40.79275707954156,3bhk,0.0
1098.6345909434406,34.08903772830322,1bhk,
1283.0663446914682,40.27199034074405,3bhk,
1265.6838331291951,39.22051499387585,3bhk,1.0
1237.7983130043274,38.193949390129816,3bhk,0.0
1253.02232173797,38.660669652139106,3bhk,0.0
1141.0147512751676,35.08044253825503,2bhk,0.0
1235.8836198879794,38.64650859663938,3bhk,0.0
1125.079194939692,34.73237584819076,2bhk,1.0
1154.250768328196,35.22752304984588,,1.0
1093.3909612370142,34.121728837110425,1bhk,
1218.036265061112,37.48108795183336,2bhk,1.0
1209.8025111787135,36.98407533536141,2bhk,1.0
1207.7274434836954,37.20182330451086,2bhk,
1338.2991521488132,42.0789745644644,3bhk,1.0
1133.3480955348366,35.130442866045094,2bhk,0.0
1039.812052762632,33.52436158287896,1bhk,
1352.1490003035167,42.934470009105496,3bhk,1.0
1303.2979252443722,41.16893775733117,3bhk,
1039.8952676201372,32.13685802860412,1bhk,0.0
1296.090789232092,40.08272367696276,3bhk,1.0
1211.701602838319,38.40104808514957,,0.0
1159.4439802308748,36.24331940692624,2bhk,1.0
1222.545481061268,37.37636443183804,2bhk,1.0
1199.6209099485022,36.76862729845506,2bhk,0.0
1384.1578915509076,43.21473674652723,3bhk,
1153.749854719537,35.33249564158612,2bhk,0.0
1100.033504006731,34.13100512020193,1bhk,0.0
1206.708200769695,37.15124602309085,2bhk,
1399.174489811396,43.98523469434188,3bhk,1.0
1311.4512165101778,42.20353649530532,,1.0
1179.4677947832545,36.03403384349764,2bhk,0.0
1095.8916599416216,35.22674979824865,1bhk,0.0
1199.9692637937158,36.66907791381147,2bhk,1.0
1163.4494117656502,35.89348235296951,2bhk,0.0
1084.7997024990657,33.53399107497197,,1.0
1181.947913982824,35.98843741948472,2bhk,0.0
1331.695236192502,42.03085708577506,3bhk,0.0
1386.5697276137098,44.847091828411294,3bhk,
1187.6960384429944,38.22088115328983,,0.0
1123.1812341620123,35.58543702486037,,0.0
1303.538591682857,41.55615775048571,3bhk,0.0
1131.4806236946129,34.25441871083839,2bhk,0.0
1282.757268851905,40.22271806555716,3bhk,1.0
1012.1088318429472,31.133264955288414,1bhk,1.0
1198.7651574011156,37.282954722033466,2bhk,
1120.5568615053412,34.60670584516024,,0.0
1138.8146643038872,35.04443992911661,2bhk,0.0
1111.2981090410271,34.82894327123081,1bhk,1.0
1115.288923945075,35.43866771835226,1bhk,0.0
1070.18906246643,32.8856718739929,1bhk,
1301.7930338966053,41.12379101689816,3bhk,1.0
1233.219244906264,37.486577347187925,2bhk,
1269.7210082158383,39.51163024647515,3bhk,
1369.0569642438488,43.561708927315465,3bhk,
1313.9353464077228,42.91806039223168,,1.0
1207.3905120264124,36.92171536079237,,
1194.4416535983098,36.91324960794929,,1.0
1122.4373927451936,34.30312178235581,2bhk,1.0
962.562745228446,29.29688235685338,1bhk,0.0
1315.6756892942458,40.64027067882738,3bhk,
1155.2452490554008,35.267357471662024,2bhk,
1190.0514550074336,37.621543650223,,
1220.8634452457566,36.9859033573727,2bhk,0.0
1207.705720847504,37.73117162542512,2bhk,1.0
1092.4330316037644,33.90299094811294,1bhk,
1171.2627396595772,36.91788218978732,2bhk,
1204.187768223613,37.09563304670839,2bhk,0.0
1128.9020537337378,33.917061612012134,2bhk,
1228.545896912916,37.77637690738748,2bhk,
1306.2621495244707,40.937864485734124,3bhk,1.0
1281.2855176634612,40.33856552990384,,
1148.4403555766855,35.59321066730056,,
1368.4925535465686,43.70477660639706,3bhk,1.0
1317.1972948044277,41.66591884413283,3bhk,0.0
1315.7792952882155,42.93337885864648,3bhk,1.0
993.8031206252876,30.54409361875863,,1.0
1348.9963348965257,44.18989004689576,3bhk,1.0
1149.34139403553,36.3702418210659,2bhk,1.0
1242.6989503179043,37.77096850953713,3bhk,
1376.257056399592,43.87771169198775,3bhk,1.0
1273.959431440538,39.72878294321614,3bhk,0.0
1094.472805278897,33.18418415836692,1bhk,1.0
1234.342345738025,40.45027037214075,2bhk,1.0
1166.424297364705,37.98272892094114,,0.0
1142.0240638062637,37.25072191418791,2bhk,0.0
1276.4340082994088,40.57302024898227,3bhk,
1106.5316833583893,36.00595050075168,1bhk,
1236.2114992445795,37.56634497733739,3bhk,1.0
1205.412869298878,37.18238607896634,2bhk,0.0
1286.654441000866,41.38963323002597,3bhk,0.0
1220.360380502376,37.05081141507129,2bhk,0.0
1351.323327816643,42.2996998344993,3bhk,1.0
1300.021573985243,42.390647219557295,3bhk,1.0
1196.2675884813748,37.21802765444125,2bhk,1.0
996.6742653546024,30.660227960638068,1bhk,
1282.7266705491188,38.71180011647357,3bhk,1.0
1094.556121959366,34.70668365878098,1bhk,1.0
1220.0772046310906,38.66231613893272,2bhk,1.0
1215.2407850018565,37.4772235500557,2bhk,0.0
1391.3003616597716,45.61901084979315,3bhk,1.0
1206.1469559847176,39.00440867954153,2bhk,0.0
1193.763228674977,37.48289686024931,2bhk,0.0
1279.3926874487834,39.3117806234635,3bhk,0.0
1270.0708248696628,39.11212474608989,3bhk,
1235.1134218633315,38.363402655899954,2bhk,0.0
991.7933993080028,31.49380197924008,1bhk,1.0
1360.5365256681937,42.92609577004581,3bhk,
1086.2359725860465,33.35707917758139,1bhk,1.0
1234.332855514535,37.609985665436035,2bhk,
1226.600872967469,37.65802618902407,2bhk,0.0
1270.502894269639,38.75508682808917,3bhk,0.0
1108.6199336283792,33.71859800885138,1bhk,
1174.6026770540443,35.54808031162133,2bhk,0.0
1222.3484633207229,38.07045389962169,2bhk,
1253.764035731955,38.15292107195864,3bhk,1.0
1123.006177362637,36.36018532087911,,1.0
1013.5820760254272,31.12746228076281,1bhk,0.0
1423.4173934396342,46.932521803189026,3bhk,1.0
1155.452993565034,35.93358980695102,2bhk,0.0
1176.3725446456428,36.20117633936929,,0.0
1079.9864993944395,33.35959498183319,1bhk,0.0
1203.2870166385069,36.7086104991552,2bhk,
1207.4226655315167,37.1026799659455,2bhk,
1269.7762845851696,41.13328853755509,3bhk,1.0
1157.0009211779848,36.58002763533953,2bhk,
1019.1597610259096,31.934792830777287,1bhk,
1365.468984942367,42.404069548270996,3bhk,1.0
1257.4561840054437,38.273685520163305,3bhk,1.0
1097.0585385354834,34.271756156064505,1bhk,0.0
1193.0074300685958,36.80022290205788,2bhk,
1198.5693103910924,37.42707931173277,2bhk,1.0
1248.160107377499,40.03480322132496,3bhk,
1262.3424520402475,38.790273561207435,3bhk,1.0
1105.621929539766,33.44865788619299,1bhk,0.0
1310.2694298846648,43.45808289653994,3bhk,0.0
1185.827228496681,36.57481685490043,2bhk,
1265.925988530926,38.63777965592778,3bhk,0.0
1197.2391481614343,38.67717444484304,2bhk,
1277.9060223015777,40.78718066904733,3bhk,1.0
945.8394623333708,29.36518387000113,1bhk,1.0
1148.274819564276,35.99824458692828,2bhk,0.0
1011.95483430602,32.5086450291806,1bhk,
1170.125483885654,35.69376451656963,2bhk,
1320.8669194090205,41.58600758227061,3bhk,0.0
1180.2767509388116,36.08830252816435,2bhk,
1029.8419477449593,32.01525843234878,1bhk,1.0
1260.6067589493134,38.228202768479406,3bhk,1.0
1235.8607105753902,38.7458213172617,2bhk,
1195.317408869136,37.55952226607408,,
1186.4051595707103,36.10215478712131,2bhk,
1138.1065436094796,34.803196308284384,2bhk,0.0
1193.1431924814458,35.984295774443375,2bhk,1.0
1190.0699294667515,36.35209788400255,2bhk,1.0
1131.6019998646148,36.93805999593844,2bhk,0.0
1089.2427843249047,34.18728352974714,,1.0
1289.3583061080242,43.03074918324072,3bhk,0.0
1225.7221181310513,38.16166354393154,2bhk,
1184.672069098223,35.84016207294669,2bhk,0.0
1270.6878206818285,39.210634620454854,3bhk,0.0
1227.5751966797354,37.09725590039208,2bhk,0.0
1179.0123239508953,36.41036971852686,2bhk,
1273.5753152208956,39.88725945662687,3bhk,0.0
1267.3824042736492,38.33147212820948,,
1242.5656027596926,38.39696808279078,,0.0
1188.449951864814,36.57349855594442,2bhk,
1114.115846600772,34.33347539802316,1bhk,1.0
1314.171381378348,43.27514144135044,3bhk,1.0
1075.5531077742432,32.96659323322729,1bhk,1.0
1156.0152460519685,36.18045738155905,2bhk,0.0
1226.4592926686762,38.443778780060285,2bhk,0.0
1051.1492088596044,31.81447626578813,1bhk,0.0
1238.618256145381,38.168547684361435,3bhk,
1136.687520534606,36.35062561603818,2bhk,0.0
1310.0262059443023,42.700786178329075,3bhk,
1306.4852323224866,40.3645569696746,3bhk,1.0
1218.1655140251196,37.70496542075359,2bhk,1.0
1313.9956974727904,41.98987092418373,3bhk,0.0
1189.6579277770663,37.37973783331199,2bhk,0.0
1217.3296224199962,36.99988867259989,2bhk,
1440.6766479257635,45.3102994377729,3bhk,1.0
1246.9427222925126,40.18828166877538,3bhk,
1023.396735607788,31.39190206823364,1bhk,
1036.06819338161,31.4220458014483,1bhk,1.0
1221.342435015907,39.97027305047721,2bhk,1.0
1104.3596791252758,34.17079037375828,1bhk,0.0
1065.9700022428478,33.57910006728544,1bhk,1.0
1139.1161159773587,35.51348347932076,2bhk,
1139.226661578431,35.72679984735293,,1.0
1182.6596983710083,36.21979095113025,2bhk,0.0
1137.85782437556,34.735734731266795,2bhk,0.0
1069.1698998255574,32.94509699476672,,
1056.4896644031303,32.94468993209392,1bhk,1.0
1131.0034885909915,34.390104657729744,2bhk,1.0
1318.4763263590069,41.56428979077021,3bhk,1.0
1130.1968359699028,35.32590507909708,2bhk,1.0
1291.669004674199,40.83007014022597,3bhk,1.0
1125.1065487598914,34.66319646279674,2bhk,
1063.5651160765906,32.16695348229772,1bhk,0.0
1330.4964910389251,41.53489473116775,,1.0
1310.1780750813666,42.295342252440996,3bhk,0.0
1087.9529029378411,34.77858708813524,1bhk,
1229.2216952422837,38.72665085726851,2bhk,
1127.2501695632884,35.37750508689865,2bhk,0.0
1221.6907043546098,37.40072113063829,,1.0
1109.8421348116958,34.565264044350876,,1.0
1298.902695128298,41.45708085384895,3bhk,1.0
1274.292513524801,39.068775405744034,3bhk,1.0
1206.192526859854,36.75577580579562,2bhk,
1250.553844728163,38.52661534184489,3bhk,1.0
1093.3428868577512,32.99028660573253,1bhk,
1219.8690301417716,39.30607090425314,2bhk,0.0
1243.976264892677,40.1492879467803,,0.0
1048.717807346019,33.75153422038057,1bhk,
1091.1522160533198,35.27456648159959,1bhk,
1232.467311281354,38.05401933844062,,1.0
1205.2185748455795,38.00655724536738,2bhk,1.0
1261.816333318974,38.474489999569215,3bhk,0.0
1159.698801512727,35.50096404538181,2bhk,1.0
1095.0288695556987,34.04086608667096,1bhk,0.0
1206.4752109352976,36.774256328058925,2bhk,0.0
1117.47588141889,34.1742764425667,,1.0
1070.326358263038,33.989790747891135,1bhk,1.0
1425.1065015973727,45.46319504792118,3bhk,1.0
1157.8600997567733,37.5358029927032,2bhk,
1196.2595465718518,38.12778639715556,2bhk,0.0
1224.9255438141934,39.5177663144258,2bhk,1.0
1169.4136430571232,35.88240929171369,2bhk,
1069.7002302853568,,1bhk,1.0
1305.7901086510135,41.873703259530394,3bhk,
1081.2122195237043,32.69636658571113,1bhk,1.0
1208.7443998221736,37.50233199466521,2bhk,1.0
1312.455251886896,42.19365755660689,3bhk,0.0
1134.3952444730446,37.30185733419134,2bhk,1.0
1067.5179849948108,33.19553954984433,1bhk,1.0
1171.1288237795934,35.833864713387804,,
1196.2021138952152,36.42606341685646,2bhk,0.0
1090.526689142274,32.92580067426822,1bhk,0.0
1143.2186594563425,34.716559783690265,2bhk,0.0
1188.242502326838,37.067275069805135,2bhk,
1168.9090321319836,35.83727096395951,2bhk,
1272.5035003278624,39.62510500983587,3bhk,0.0
1321.573454144892,42.147203624346766,3bhk,1.0
1124.8160275089376,34.15448082526813,2bhk,0.0
1220.5863258005743,38.14758977401723,2bhk,0.0
1105.5162665447624,33.58548799634287,,0.0
1087.623907893972,33.45871723681916,,
1188.116891206838,37.203506736205135,2bhk,1.0
984.228958657535,30.376868759726047,1bhk,1.0
1264.5815239892763,38.53744571967829,3bhk,0.0
1217.1906583688128,38.265719751064395,2bhk,0.0
1277.4139428353992,39.482418285061975,3bhk,
1162.1579480126495,35.53473844037949,,0.0
1298.1261081686775,40.49378324506033,3bhk,0.0
958.839168821907,28.92517506465721,,
1208.5161119414845,36.94548335824453,2bhk,1.0
1090.5353385804835,32.87606015741451,1bhk,
1177.1456694866374,36.974370084599116,2bhk,
1121.906126095321,35.12718378285963,2bhk,0.0
1163.5089927808217,36.53526978342465,2bhk,1.0
1231.2013854637405,37.76604156391221,2bhk,1.0
1419.6785487519755,44.660356462559264,3bhk,0.0
1175.3026731804505,36.68908019541351,2bhk,
1137.4876581215924,36.264629743647774,2bhk,1.0
1387.237801234015,44.49713403702045,3bhk,0.0
1179.8477265671431,37.25543179701429,2bhk,
1270.9435368793656,39.78830610638097,3bhk,
1217.722797537869,38.01168392613607,2bhk,
1170.2822262982731,36.86846678894819,2bhk,0.0
1145.4624371040322,34.593873113120964,2bhk,
1186.9468742981842,37.018406228945516,2bhk,1.0
1272.346692756248,39.72040078268744,3bhk,1.0
998.263161440721,30.61789484322163,1bhk,0.0
1209.5994349955338,37.067983049866015,2bhk,0.0
1363.5697020176715,43.23709106053015,3bhk,0.0
1332.48891519645,42.4946674558935,3bhk,0.0
1122.446459328154,35.03339377984462,,1.0
,41.14034969425117,3bhk,1.0
1240.7702959758342,37.53310887927503,3bhk,
1288.8300569371163,40.66490170811349,3bhk,1.0
1227.043677591912,38.76131032775736,2bhk,1.0
1168.7696519825872,37.16308955947762,2bhk,
1192.4335311741577,36.063005935224716,2bhk,0.0
1236.1378240608994,38.91413472182698,3bhk,
1213.205229429076,37.65615688287228,,0.0
1182.6337494375114,36.159012483125345,2bhk,
1363.3770012821456,42.17131003846436,3bhk,1.0
1099.089553527436,33.27268660582308,1bhk,0.0
1138.039743476225,35.10119230428676,2bhk,
1248.526974360911,37.64580923082733,3bhk,
1157.6086474407878,36.47825942322364,2bhk,1.0
1075.9123352503498,32.57737005751049,1bhk,1.0
1258.474608035861,39.874238241075815,3bhk,1.0
1374.8485433660978,43.69545630098293,3bhk,
1238.0702615871724,37.83210784761517,3bhk,0.0
1163.0506285638155,35.22151885691447,2bhk,1.0
1176.1180405435705,36.463541216307114,2bhk,
1316.3958159527826,41.11187447858349,,
1118.053385170644,34.17160155511932,2bhk,
1086.2256420973883,32.88676926292165,1bhk,0.0
1091.620129422017,34.03860388266051,1bhk,0.0
1239.3166612749033,37.4594998382471,3bhk,
1259.4192331405586,38.53257699421676,3bhk,1.0
1241.659169296517,37.6997750788955,3bhk,
1349.0784795207996,42.76235438562399,3bhk,
1360.659502731996,45.49978508195988,3bhk,
1203.7584315190727,37.84275294557217,2bhk,1.0
1299.3666966706016,40.88100090011805,3bhk,0.0
1056.9758001544988,32.239274004634964,,1.0
1204.4359538598528,36.27307861579558,2bhk,0.0
1185.7662059556783,36.252986178670355,2bhk,
1325.206583832792,42.34619751498376,,0.0
1484.5240693440792,47.79572208032238,3bhk,0.0
1217.0399193701533,37.3411975811046,2bhk,0.0
1162.5803806994447,37.937411420983345,2bhk,1.0
1138.8593855697345,36.59578156709204,,0.0
1235.0152134134316,37.18045640240295,2bhk,
1292.3532897288972,41.75059869186693,3bhk,1.0
1152.3881472002668,35.301644416008,2bhk,1.0
1183.4070102681512,36.952210308044535,2bhk,
1313.4659647172389,41.75397894151716,3bhk,
1187.0525445008889,36.36157633502667,2bhk,
1090.6569795253736,34.77970938576121,1bhk,0.0
1289.079610745988,41.722388322379636,3bhk,1.0
1173.2709666988983,35.43812900096696,,0.0
1094.8528988393557,35.21558696518066,1bhk,
1167.1621513694015,36.46486454108205,2bhk,0.0
1201.525746572713,37.23577239718139,,
1159.9282033445895,35.89784610033768,2bhk,
1352.7101400558142,41.77130420167443,3bhk,1.0
1226.4319588733804,37.65295876620141,2bhk,0.0
1376.594961111061,43.28784883333182,3bhk,
991.8374803307254,31.115124409921762,1bhk,
1098.436201681792,33.36308605045376,1bhk,0.0
1120.261446332332,34.397843389969964,2bhk,1.0
1293.6249072495957,40.268747217487864,3bhk,0.0
1459.904987347671,45.257149620430134,3bhk,0.0
1273.462155501413,40.09386466504239,3bhk,0.0
1309.0815424153386,40.54244627246016,3bhk,0.0
1148.8322548273015,36.77496764481904,2bhk,0.0
1086.9143590398985,34.87743077119695,1bhk,1.0
1082.7065686551066,33.0111970596532,1bhk,
1272.390684770802,40.25172054312406,3bhk,
1087.412844157941,33.61238532473823,1bhk,0.0
1018.8756054989368,31.446268164968107,1bhk,
1188.399195925908,36.60197587777724,2bhk,1.0
1098.6405203202391,34.03921560960717,1bhk,1.0
1178.986762379161,36.22960287137483,2bhk,1.0
1337.267093491403,42.41801280474209,3bhk,1.0
1148.852653330689,35.17557959992067,2bhk,
1122.0594494862278,34.97178348458683,,1.0
1224.040603941058,37.131218118231736,2bhk,0.0
1101.9585053567505,35.21875516070251,,
1194.4570795960865,36.613712387882586,2bhk,0.0
1139.2777913876696,34.91833374163009,2bhk,
1114.3191284831814,34.499573854495445,1bhk,0.0
1277.1428075991928,41.64428422797579,3bhk,0.0
904.6107666969092,28.378323000907272,1bhk,0.0
1167.5801519269514,35.75740455780854,2bhk,1.0
1259.6435603097666,39.149306809292995,3bhk,
987.3396056757496,30.270188170272487,1bhk,1.0
1014.2389387947644,31.75716816384293,1bhk,0.0
1335.925796095744,42.367773882872314,3bhk,
1092.3635849836817,33.63090754951045,1bhk,0.0
1245.9586944630005,38.77876083389001,3bhk,
1193.7229254952097,36.91168776485629,2bhk,1.0
1351.9006793076578,44.88702037922973,3bhk,
1356.210107821242,45.56630323463726,3bhk,0.0
1188.8972871882038,37.006918615646114,,0.0
1238.6821321386649,37.26046396415993,3bhk,1.0
954.3686821347344,30.12106046404203,1bhk,0.0
1366.4257969099351,42.94277390729806,3bhk,1.0
1122.833412924379,35.13500238773137,2bhk,1.0
1403.2023309524884,44.30606992857465,3bhk,1.0
1214.8851645295426,36.91655493588628,2bhk,
1168.1992646660535,36.0359779399816,2bhk,1.0
1265.917278120658,38.66751834361974,3bhk,
1099.2120474400049,32.986361423200144,1bhk,
1277.6143354277804,39.23843006283341,3bhk,
1209.0403474026523,37.30121042207956,2bhk,0.0
1034.64572514089,31.499371754226704,1bhk,1.0
1134.9931116716411,34.42979335014923,2bhk,0.0
1448.677668761485,45.71033006284455,3bhk,0.0
1175.7812577662596,36.363437732987784,2bhk,1.0
1142.8130000489325,34.754390001467975,2bhk,0.0
1111.1768188760116,34.66530456628035,1bhk,0.0
1154.4134721742173,35.422404165226524,2bhk,1.0
1321.098944297652,42.36296832892956,3bhk,0.0
1366.4275186724676,42.752825560174024,3bhk,0.0
1129.899503322357,35.91698509967071,,
1248.2207370302222,39.096622110906665,,1.0
1159.071270959798,35.762138128793936,2bhk,0.0
1249.1710335171283,38.13513100551385,3bhk,1.0
1160.2624319399986,35.42787295819996,,0.0
911.6885000433388,27.890655001300164,1bhk,0.0
1236.9917481901405,37.759752445704216,3bhk,
1117.1477939367762,35.35443381810329,1bhk,0.0
1223.0043656161988,37.46013096848597,2bhk,
1156.366918392046,35.88100755176138,2bhk,1.0
1174.3698995056952,36.641096985170854,2bhk,0.0
1193.5268071687944,39.27580421506384,2bhk,
1273.0707892620924,38.99212367786277,3bhk,0.0
1210.501197616837,38.425035928505125,2bhk,1.0
1027.4334735950188,31.423004207850564,1bhk,0.0
1115.9323017725578,34.33796905317673,,1.0
1032.8772348889142,31.166317046667427,1bhk,0.0
1158.6789718977222,35.93036915693167,2bhk,1.0
1218.6609637522597,37.86982891256778,2bhk,1.0
1116.9582336042608,35.85874700812783,1bhk,1.0
1110.852918245865,35.00558754737596,1bhk,0.0
1212.3190415157078,38.119571245471235,2bhk,
992.8076634391598,30.69422990317479,,1.0
1179.2157447286454,37.67647234185936,2bhk,
1019.6443320345926,32.71932996103778,1bhk,
1153.0637188506046,34.98191156551814,,
1255.712846325839,38.08138538977518,3bhk,
1240.6459620957758,39.17937886287327,3bhk,
1131.8029568374786,34.69408870512436,2bhk,1.0
